sample,env1,env2,sequence,description,run,location,lat,lon,total_reads,mapped_reads,OTU_number,otu_diversity,otu_mapped,otu_abun,lat_lon1
1036.A.Ac.2.2.s.4.1.sequences.r,Free-living,Non-saline,16S rRNA,soil metagenome A_Ac_2_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,11,Soil (non-saline),0,64.49###-157.75
1036.A.C.2.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome A_C_2_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.A.C.2.1.s.4.1.sequences.r,Free-living,Non-saline,16S rRNA,soil metagenome A_C_2_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.A.N.7.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome A_N_7_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.A.V.2.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome A_V_2_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,10,Soil (non-saline),0,64.49###-157.75
1036.B.Ac.14.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_Ac_14_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,8,Soil (non-saline),0,64.49###-157.75
1036.B.Ac.2.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_Ac_2_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,3,Soil (non-saline),0,64.49###-157.75
1036.B.Ac.7.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_Ac_7_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.B.Ac.7.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_Ac_7_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,3,Soil (non-saline),0,64.49###-157.75
1036.B.C.2.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_C_2_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,4,Soil (non-saline),0,64.49###-157.75
1036.B.C.21.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_C_21_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,7,Soil (non-saline),0,64.49###-157.75
1036.B.C.7.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_C_7_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,4,Soil (non-saline),0,64.49###-157.75
1036.B.C.7.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_C_7_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,4,Soil (non-saline),0,64.49###-157.75
1036.B.N.14.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_N_14_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,3,Soil (non-saline),0,64.49###-157.75
1036.B.N.2.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_N_2_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,4,Soil (non-saline),0,64.49###-157.75
1036.B.N.21.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome B_N_21_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,5,Soil (non-saline),0,64.49###-157.75
1036.P.Ac.14.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_Ac_14_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.Ac.2.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_Ac_2_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.Ac.7.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_Ac_7_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,7,Soil (non-saline),0,64.49###-157.75
1036.P.C.14.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_C_14_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.C.14.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_C_14_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.C.2.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_C_2_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.C.21.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_C_21_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.C.7.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_C_7_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.N.14.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_N_14_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.N.2.1.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_N_2_1,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,6,Soil (non-saline),0,64.49###-157.75
1036.P.N.7.2.s.4.1.sequences,Free-living,Non-saline,16S rRNA,soil metagenome P_N_7_2,ERP016588,GAZ:United States of America,64.49,-157.75,V4,soil metagenome,tundra biome,7,Soil (non-saline),0,64.49###-157.75
1037.IDF1.OM2C0.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.85,-120.42,V4,soil metagenome,temperate grassland biome,12,Soil (non-saline),0,50.85###-120.42
1037.IDF1.OM2C0.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.85,-120.42,V4,soil metagenome,temperate grassland biome,14,Soil (non-saline),0,50.85###-120.42
1037.IDF1.REF.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.85,-120.42,V4,soil metagenome,temperate grassland biome,12,Soil (non-saline),0,50.85###-120.42
1037.IDF1.REF.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.85,-120.42,V4,soil metagenome,temperate grassland biome,7,Soil (non-saline),0,50.85###-120.42
1037.IDF2.OM2C0.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.93,-120.3,V4,soil metagenome,temperate grassland biome,9,Soil (non-saline),0,50.93###-120.3
1037.IDF2.OM2C0.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.93,-120.3,V4,soil metagenome,temperate grassland biome,14,Soil (non-saline),0,50.93###-120.3
1037.IDF2.REF.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.93,-120.3,V4,soil metagenome,temperate grassland biome,9,Soil (non-saline),0,50.93###-120.3
1037.IDF2.REF.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.93,-120.3,V4,soil metagenome,temperate grassland biome,10,Soil (non-saline),0,50.93###-120.3
1037.IDF3.OM2C0.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.9,-120.35,V4,soil metagenome,temperate grassland biome,12,Soil (non-saline),0,50.9###-120.35
1037.IDF3.OM2C0.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.9,-120.35,V4,soil metagenome,temperate grassland biome,13,Soil (non-saline),0,50.9###-120.35
1037.IDF3.REF.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.9,-120.35,V4,soil metagenome,temperate grassland biome,10,Soil (non-saline),0,50.9###-120.35
1037.IDF3.REF.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,50.9,-120.35,V4,soil metagenome,temperate grassland biome,8,Soil (non-saline),0,50.9###-120.35
1037.SBS1.OM2C0.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.37,-122.62,V4,soil metagenome,temperate coniferous forest biome,8,Soil (non-saline),0,54.37###-122.62
1037.SBS1.OM2C0.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.37,-122.62,V4,soil metagenome,temperate coniferous forest biome,7,Soil (non-saline),0,54.37###-122.62
1037.SBS1.REF.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.37,-122.62,V4,soil metagenome,temperate coniferous forest biome,7,Soil (non-saline),0,54.37###-122.62
1037.SBS1.REF.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.37,-122.62,V4,soil metagenome,temperate coniferous forest biome,9,Soil (non-saline),0,54.37###-122.62
1037.SBS2.OM2C0.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.62,-126.3,V4,soil metagenome,temperate grassland biome,7,Soil (non-saline),0,54.62###-126.3
1037.SBS2.OM2C0.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.62,-126.3,V4,soil metagenome,temperate grassland biome,9,Soil (non-saline),0,54.62###-126.3
1037.SBS2.REF.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.62,-126.3,V4,soil metagenome,temperate grassland biome,6,Soil (non-saline),0,54.62###-126.3
1037.SBS2.REF.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,54.62,-126.3,V4,soil metagenome,temperate grassland biome,5,Soil (non-saline),0,54.62###-126.3
1037.SBS3.OM2C0.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,52.32,-121.92,V4,soil metagenome,temperate grassland biome,8,Soil (non-saline),0,52.32###-121.92
1037.SBS3.OM2C0.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,52.32,-121.92,V4,soil metagenome,temperate grassland biome,9,Soil (non-saline),0,52.32###-121.92
1037.SBS3.REF.MIN,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,52.32,-121.92,V4,soil metagenome,temperate grassland biome,13,Soil (non-saline),0,52.32###-121.92
1037.SBS3.REF.ORG,Free-living,Non-saline,16S rRNA,soil metagenome,ERP016587,GAZ:Canada,52.32,-121.92,V4,soil metagenome,temperate grassland biome,12,Soil (non-saline),0,52.32###-121.92
1038.CH1,Free-living,Non-saline,16S rRNA,"Cascade Head, old growth western hemlock, rep 1",ERP016539,GAZ:United States of America,45.06,-123.94,V4,soil metagenome,forest biome,6,Soil (non-saline),0,45.06###-123.94
1038.CH2,Free-living,Non-saline,16S rRNA,"Cascade Head, old growth western hemlock, rep 2",ERP016539,GAZ:United States of America,45.06,-123.94,V4,soil metagenome,forest biome,6,Soil (non-saline),0,45.06###-123.94
1038.CH3,Free-living,Non-saline,16S rRNA,"Cascade Head, old growth western hemlock, rep 3",ERP016539,GAZ:United States of America,45.07,-123.94,V4,soil metagenome,forest biome,3,Soil (non-saline),0,45.07###-123.94
1038.DC1,Free-living,Non-saline,16S rRNA,"McDonald Forest, Douglas-fir, rep 1",ERP016539,GAZ:United States of America,44.39,-122.14,V4,soil metagenome,forest biome,7,Soil (non-saline),0,44.39###-122.14
1038.DC2,Free-living,Non-saline,16S rRNA,"McDonald Forest, Douglas-fir, rep 2",ERP016539,GAZ:United States of America,44.39,-122.14,V4,soil metagenome,forest biome,10,Soil (non-saline),0,44.39###-122.14
1038.DC3,Free-living,Non-saline,16S rRNA,"McDonald Forest, Douglas-fir, rep 3",ERP016539,GAZ:United States of America,44.39,-122.14,V4,soil metagenome,forest biome,11,Soil (non-saline),0,44.39###-122.14
1038.DIRT08,Free-living,Non-saline,16S rRNA,"HJ Andrews, Douglas-fir, rep 1",ERP016539,GAZ:United States of America,44.23,-122.22,V4,soil metagenome,forest biome,5,Soil (non-saline),0,44.23###-122.22
1038.DIRT12,Free-living,Non-saline,16S rRNA,"HJ Andrews, Douglas-fir, rep 2",ERP016539,GAZ:United States of America,44.23,-122.22,V4,soil metagenome,forest biome,8,Soil (non-saline),0,44.23###-122.22
1038.DIRT14,Free-living,Non-saline,16S rRNA,"HJ Andrews, Douglas-fir, rep 3",ERP016539,GAZ:United States of America,44.23,-122.22,V4,soil metagenome,forest biome,8,Soil (non-saline),0,44.23###-122.22
1038.HR1,Free-living,Non-saline,16S rRNA,"Deercreek, Douglas-fir, rep 1",ERP016539,GAZ:United States of America,43.92,-121.02,V4,soil metagenome,forest biome,7,Soil (non-saline),0,43.92###-121.02
1038.HR2,Free-living,Non-saline,16S rRNA,"Deercreek, Douglas-fir, rep 2",ERP016539,GAZ:United States of America,43.92,-121.02,V4,soil metagenome,forest biome,10,Soil (non-saline),0,43.92###-121.02
1038.HR3,Free-living,Non-saline,16S rRNA,"Deercreek, Douglas-fir, rep 3",ERP016539,GAZ:United States of America,43.91,-121.02,V4,soil metagenome,forest biome,9,Soil (non-saline),0,43.91###-121.02
1038.MF1,Free-living,Non-saline,16S rRNA,"Santiam Pass, mountain hemlock, rep 1",ERP016539,GAZ:United States of America,44.63,-123.32,V4,soil metagenome,forest biome,12,Soil (non-saline),0,44.63###-123.32
1038.MF2.1,Free-living,Non-saline,16S rRNA,"Santiam Pass, mountain hemlock, rep 2",ERP016539,GAZ:United States of America,44.63,-123.32,V4,soil metagenome,forest biome,11,Soil (non-saline),0,44.63###-123.32
1038.MF2.2,Free-living,Non-saline,16S rRNA,"Santiam Pass, mountain hemlock, rep 3",ERP016539,GAZ:United States of America,44.62,-123.32,V4,soil metagenome,forest biome,8,Soil (non-saline),0,44.62###-123.32
1038.MR1,Free-living,Non-saline,16S rRNA,"Metolius River, ponderosa pine, rep 1",ERP016539,GAZ:United States of America,44.5,-121.63,V4,soil metagenome,forest biome,13,Soil (non-saline),0,44.5###-121.63
1038.MR2,Free-living,Non-saline,16S rRNA,"Metolius River, ponderosa pine, rep 2",ERP016539,GAZ:United States of America,44.5,-121.63,V4,soil metagenome,forest biome,13,Soil (non-saline),0,44.5###-121.63
1038.MR3,Free-living,Non-saline,16S rRNA,"Metolius River, ponderosa pine, rep 3",ERP016539,GAZ:United States of America,44.49,-121.63,V4,soil metagenome,forest biome,13,Soil (non-saline),0,44.49###-121.63
1038.SP1,Free-living,Non-saline,16S rRNA,"Horse Ridge, western juniper, rep 1",ERP016539,GAZ:United States of America,44.41,-121.8,V4,soil metagenome,forest biome,10,Soil (non-saline),0,44.41###-121.8
1038.SP2,Free-living,Non-saline,16S rRNA,"Horse Ridge, western juniper, rep 2",ERP016539,GAZ:United States of America,44.42,-121.79,V4,soil metagenome,forest biome,10,Soil (non-saline),0,44.42###-121.79
1038.SP3,Free-living,Non-saline,16S rRNA,"Horse Ridge, western juniper, rep 3",ERP016539,GAZ:United States of America,44.42,-121.85,V4,soil metagenome,forest biome,6,Soil (non-saline),0,44.42###-121.85
1039.L.Jacarepia.HB,Free-living,Non-saline,16S rRNA,NA,ERP016734,GAZ:Brazil,-23.14,-44.17,V4,freshwater metagenome,Small lake biome,5,Water (non-saline),0,-23.14###-44.17
1039.L.Jacarepia.SB.1.6,Free-living,Non-saline,16S rRNA,NA,ERP016734,GAZ:Brazil,-23.14,-44.17,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,-23.14###-44.17
1041.M028.10,Free-living,Non-saline,16S rRNA,Filtered lake water M028.10,ERP016492,GAZ:United States of America,43.8,-86.8,V4,freshwater metagenome,Large lake biome,12,Water (non-saline),0,43.8###-86.8
1041.M028.100,Free-living,Non-saline,16S rRNA,Filtered lake water M028.100,ERP016492,GAZ:United States of America,43.8,-86.799,V4,freshwater metagenome,Large lake biome,12,Water (non-saline),0,43.8###-86.799
1041.M028.10m.off.bottom,Free-living,Non-saline,16S rRNA,Filtered lake water M028.10m.off.bottom,ERP016492,GAZ:United States of America,43.8,-86.799,V4,freshwater metagenome,Large lake biome,9,Water (non-saline),0,43.8###-86.799
1041.M028.20,Free-living,Non-saline,16S rRNA,Filtered lake water M028.20,ERP016492,GAZ:United States of America,43.8,-86.8,V4,freshwater metagenome,Large lake biome,9,Water (non-saline),0,43.8###-86.8
1041.M028.2m.off.bottom,Free-living,Non-saline,16S rRNA,Filtered lake water M028.2m.off.bottom,ERP016492,GAZ:United States of America,43.8,-86.799,V4,freshwater metagenome,Large lake biome,14,Water (non-saline),0,43.8###-86.799
1041.M028.5,Free-living,Non-saline,16S rRNA,Filtered lake water M028.5,ERP016492,GAZ:United States of America,43.8,-86.8,V4,freshwater metagenome,Large lake biome,13,Water (non-saline),0,43.8###-86.8
1041.M028.50,Free-living,Non-saline,16S rRNA,Filtered lake water M028.50,ERP016492,GAZ:United States of America,43.8,-86.8,V4,freshwater metagenome,Large lake biome,9,Water (non-saline),0,43.8###-86.8
1041.M041.10,Free-living,Non-saline,16S rRNA,Filtered lake water M041.10,ERP016492,GAZ:United States of America,44.737,-86.721,V4,freshwater metagenome,Large lake biome,12,Water (non-saline),0,44.737###-86.721
1041.M041.100,Free-living,Non-saline,16S rRNA,Filtered lake water M041.100,ERP016492,GAZ:United States of America,44.737,-86.721,V4,freshwater metagenome,Large lake biome,19,Water (non-saline),0,44.737###-86.721
1041.M041.10m.off.bottom,Free-living,Non-saline,16S rRNA,Filtered lake water M041.10m.off.bottom,ERP016492,GAZ:United States of America,44.737,-86.722,V4,freshwater metagenome,Large lake biome,14,Water (non-saline),0,44.737###-86.722
1041.M041.150,Free-living,Non-saline,16S rRNA,Filtered lake water M041.150,ERP016492,GAZ:United States of America,44.737,-86.721,V4,freshwater metagenome,Large lake biome,12,Water (non-saline),0,44.737###-86.721
1041.M041.20,Free-living,Non-saline,16S rRNA,Filtered lake water M041.20,ERP016492,GAZ:United States of America,44.737,-86.721,V4,freshwater metagenome,Large lake biome,10,Water (non-saline),0,44.737###-86.721
1041.M041.200,Free-living,Non-saline,16S rRNA,Filtered lake water M041.200,ERP016492,GAZ:United States of America,44.737,-86.722,V4,freshwater metagenome,Large lake biome,11,Water (non-saline),0,44.737###-86.722
1041.M041.2m.off.bottom,Free-living,Non-saline,16S rRNA,Filtered lake water M041.2m.off.bottom,ERP016492,GAZ:United States of America,44.737,-86.722,V4,freshwater metagenome,Large lake biome,17,Water (non-saline),0,44.737###-86.722
1041.M041.5,Free-living,Non-saline,16S rRNA,Filtered lake water M041.5,ERP016492,GAZ:United States of America,44.737,-86.721,V4,freshwater metagenome,Large lake biome,20,Water (non-saline),0,44.737###-86.721
1041.M041.50,Free-living,Non-saline,16S rRNA,Filtered lake water M041.50,ERP016492,GAZ:United States of America,44.737,-86.721,V4,freshwater metagenome,Large lake biome,14,Water (non-saline),0,44.737###-86.721
1041.S001.10,Free-living,Non-saline,16S rRNA,Filtered lake water S001.10,ERP016492,GAZ:United States of America,46.993,-85.161,V4,freshwater metagenome,Large lake biome,19,Water (non-saline),0,46.993###-85.161
1041.S001.10m.off.bottom,Free-living,Non-saline,16S rRNA,Filtered lake water S001.10m.off.bottom,ERP016492,GAZ:United States of America,46.993,-85.162,V4,freshwater metagenome,Large lake biome,15,Water (non-saline),0,46.993###-85.162
1041.S001.20,Free-living,Non-saline,16S rRNA,Filtered lake water S001.20,ERP016492,GAZ:United States of America,46.993,-85.161,V4,freshwater metagenome,Large lake biome,19,Water (non-saline),0,46.993###-85.161
1041.S001.2m.off.bottom,Free-living,Non-saline,16S rRNA,Filtered lake water S001.2m.off.bottom,ERP016492,GAZ:United States of America,46.993,-85.162,V4,freshwater metagenome,Large lake biome,15,Water (non-saline),0,46.993###-85.162
1041.S001.5,Free-living,Non-saline,16S rRNA,Filtered lake water S001.5,ERP016492,GAZ:United States of America,46.993,-85.161,V4,freshwater metagenome,Large lake biome,18,Water (non-saline),0,46.993###-85.161
